-4463,6103;-842,6375;-4461,5748;-842,2489
-5298,7707;-851,1783;-5295,6644;-852,3532
-4467,5044;-845,298;-4463,6103;-842,6375
-4475,8426;-836,6312;-4471,074;-842,5517
-4471,074;-842,5517;-4467,5044;-845,298
-5288,3461;-855,6233;-5286,367;-857,0694
-5286,367;-857,0694;-5285,7972;-861,6948
-5289,1031;-850,8551;-5288,3461;-855,6233
-5295,6644;-852,3532;-5291,8576;-850,4377
-5291,8576;-850,4377;-5289,1031;-850,8551
-4286,1648;-830,9962;-4284,0887;-834,5651
-4284,0887;-834,5651;-4285,8069;-837,4224
-4286,1182;-828,9973;-4286,1648;-830,9962
-4514,7187;-847,6542;-4512,1169;-845,8451
-4512,1169;-845,8451;-4506,1188;-836,9276
-5010,5013;-857,3162;-5008,833;-857,4006
-5008,833;-857,4006;-5007,068;-855,8347
-5013,62;-859,2314;-5010,5013;-857,3162
-4285,8069;-837,4224;-4285,9408;-840,0529
-5017,953;-858,1035;-5013,62;-859,2314
-5285,7972;-861,6948;-5284,3033;-860,0476
-4487,1945;-839,0989;-4483,5342;-835,7967
-4483,5342;-835,7967;-4480,0915;-835,5287
-4489,1679;-842,3423;-4487,1945;-839,0989
-4499,7319;-839,22;-4492,1716;-843,1935
-4492,1716;-843,1935;-4489,1679;-842,3423
-4974,5323;-799,0838;-4974,7721;-803,2609
-4974,7721;-803,2609;-4976,0263;-806,8883
-4975,7274;-797,8462;-4974,5323;-799,0838
-4480,0915;-835,5287;-4475,8426;-836,6312
-4975,821;-795,4487;-4975,7274;-797,8462
-4461,5748;-842,2489;-4455,2345;-841,3318
-4455,2345;-841,3318;-4451,6109;-843,4148
-5280,098;-861,4401;-5280,749;-863,3393
-5284,3033;-860,0476;-5281,6484;-860,3672
-5281,6484;-860,3672;-5280,098;-861,4401
-4506,1188;-836,9276;-4501,7426;-839,1469
-4501,7426;-839,1469;-4499,7319;-839,22
-4445,3925;-841,0748;-4438,1399;-839,7115
-4451,6109;-843,4148;-4448,1751;-843,8412
-4448,1751;-843,8412;-4445,3925;-841,0748
-4519,7583;-848,4245;-4514,7187;-847,6542
-4151,5264;-841,4937;-4147,449;-843,868
-4147,449;-843,868;-4144,5791;-842,8197
-4389,8143;-851,9094;-4382,658;-854,3911
-4395,4134;-846,9743;-4391,8062;-849,0346
-4391,8062;-849,0346;-4389,8143;-851,9094
-4155,8189;-843,1474;-4155,5666;-842,2345
-4155,5666;-842,2345;-4151,5264;-841,4937
-4158,4614;-843,2719;-4155,8189;-843,1474
-4144,5791;-842,8197;-4142,33209999999;-846,0294
-4160,4255;-842,0998;-4158,4614;-843,2719
-4162,0973;-842,7431;-4165,2219;-842,0537
-4165,2219;-842,0537;-4167,6063;-842,8035
-4160,4255;-842,0998;-4162,0973;-842,7431
-4170,0748;-849,5388;-4169,6417;-850,4492
-4169,6417;-850,4492;-4170,4855;-851,1705
-4168,9539;-849,3262;-4169,9594;-848,7915
-4169,9594;-848,7915;-4170,0748;-849,5388
-4166,5915;-846,1934;-4168,9539;-849,3262
-4167,6063;-842,8035;-4167,6281;-844,5889
-4167,6281;-844,5889;-4166,5915;-846,1934
-4528,1183;-854,8884;-4526,7553;-853,0629
-3865,8504;-825,5196;-3866,1363;-828,8293
-5497,1014;-870,8346;-5499,6324;-864,3772
-3864,9287;-823,8616;-3865,8504;-825,5196
-3868,0136;-816,5834;-3864,8014;-819,2372
-3864,8014;-819,2372;-3864,9287;-823,8616
-4399,9328;-844,0563;-4395,4134;-846,9743
-4520,997;-849,8703;-4519,7583;-848,4245
-4403,8299;-839,8415;-4399,9328;-844,0563
-5499,6324;-864,3772;-5499,0096;-857,5568
-5499,0096;-857,5568;-5486,4413;-843,0911
-4157,129;-842,4997;-4158,885;-842,5424
-4158,885;-842,5424;-4159,5257;-841,5768
